author_id;author_name;coauthors;publication_title;abstract;venue
becf9554c131be9c41b06dde;Satoshi Kobayashi;Satoshi Kobayashi;A New Translation for Semi-classical Theories - Backtracking without CPS;;FLOPS
7ecf019a0ee2536ad3ebf026;Satoshi Kobayashi;Takashi Yokomori,Nobuyuki Ishida,Satoshi Kobayashi;Learning Local Languages and its Application to Protein \alpha-Chain Identification;;HICSS (5)
7ecf019a0ee2536ad3ebf026;Satoshi Kobayashi;Satoshi Kobayashi;Iterated Transductions and Efficient Learning from Positive Data: A Unifying View;;ICGI
7ecf019a0ee2536ad3ebf026;Satoshi Kobayashi;Shinnosuke Seki,Satoshi Kobayashi;Efficient Learning of k-Reversible Context-Free Grammars from Positive Structural Examples;;ICGI
7ecf019a0ee2536ad3ebf026;Satoshi Kobayashi;Satoshi Kobayashi,Koichi Hori,Setsuo Ohsuga;Learning Decision Lists over Tree Patterns and Its Application;;IJCAI
7ecf019a0ee2536ad3ebf026;Satoshi Kobayashi;Claudio Ferretti,Giancarlo Mauri,Satoshi Kobayashi,Takashi Yokomori;On the Universality of Post and Splicing Systems;;MCU (2)
7ecf019a0ee2536ad3ebf026;Satoshi Kobayashi;Cristina Tirnauca,Satoshi Kobayashi;A Characterization of the Language Classes Learnable with Correction Queries;;TAMC
7d1561348784f84870d15986;Satoshi Kobayashi;Hendry Muljadi,Hideaki Takeda,Shoko Kawamoto,Satoshi Kobayashi,Asao Fujiyama;Towards a Semantic Wiki-Based Japanese Biodictionary;;SemWiki
200a10b9a211082aae98ab04;Satoshi Kobayashi;Susumu Hayashi,Masakazu Ishikawa,Satoshi Kobayashi,Hiroshi Nakano,Syuichi Nakazaki;Two Extensions of PX system;;Electr. Notes Theor. Comput. Sci.
7ecf019a0ee2536ad3ebf026;Satoshi Kobayashi;Shinnosuke Seki,Satoshi Kobayashi;A Grammatical Approach to the Alignment of Structure-Annotated Strings;;IEICE Transactions
7ecf019a0ee2536ad3ebf026;Satoshi Kobayashi;Satoshi Kobayashi,Takashi Yokomori;Families of Noncounting Languages and Their Learnability from Positive Data;;Int. J. Found. Comput. Sci.
7ecf019a0ee2536ad3ebf026;Satoshi Kobayashi;Satoshi Kobayashi;Horn Clause Computation with DNA Molecules;;J. Comb. Optim.
7ecf019a0ee2536ad3ebf026;Satoshi Kobayashi;Masanori Arita,Satoshi Kobayashi;DNA Sequence Design Using Templates;;New Generation Comput.
7ecf019a0ee2536ad3ebf026;Satoshi Kobayashi;Takashi Yokomori,Satoshi Kobayashi;Learning Local Languages and Their Application to DNA Sequence Analysis;;IEEE Trans. Pattern Anal. Mach. Intell.
7ecf019a0ee2536ad3ebf026;Satoshi Kobayashi;Yasubumi Sakakibara,Satoshi Kobayashi;Sticker systems with complex structures;;Soft Comput.
7ecf019a0ee2536ad3ebf026;Satoshi Kobayashi;Claudio Ferretti,Giancarlo Mauri,Satoshi Kobayashi,Takashi Yokomori;On the universality of Post and splicing systems;;Theor. Comput. Sci.
200a10b9a211082aae98ab04;Satoshi Kobayashi;Satoshi Kobayashi;Monad as Modality;;Theor. Comput. Sci.
7ecf019a0ee2536ad3ebf026;Satoshi Kobayashi;Satoshi Kobayashi,Victor Mitrana,Gheorghe Paun,Grzegorz Rozenberg;Formal properties of PA-matching;;Theor. Comput. Sci.
7ecf019a0ee2536ad3ebf026;Satoshi Kobayashi;Satoshi Kobayashi,Yasubumi Sakakibara;Multiple splicing systems and the universal computability;;Theor. Comput. Sci.
200a10b9a211082aae98ab04;Satoshi Kobayashi;Satoshi Kobayashi,Makoto Tatsuta;Realizability Interpretation of Generalized Inductive Definitions;;Theor. Comput. Sci.
7ecf019a0ee2536ad3ebf026;Satoshi Kobayashi;Satoshi Kobayashi,Takashi Yokomori;Learning Approximately Regular Languages with Reversible Languages;;Theor. Comput. Sci.
7ecf019a0ee2536ad3ebf026;Satoshi Kobayashi;Yasuo Uemura,Aki Hasegawa,Satoshi Kobayashi,Takashi Yokomori;Tree Adjoining Grammars for RNA Structure Prediction;;Theor. Comput. Sci.
7ecf019a0ee2536ad3ebf026;Satoshi Kobayashi;Satoshi Kobayashi;Mathematical Foundations of Learning Theory;;Recent Advances in Formal Languages and Applications
7ecf019a0ee2536ad3ebf026;Satoshi Kobayashi;Cristina Tîrnauca,Satoshi Kobayashi;Necessary and sufficient conditions for learning with correction queries.;;Theor. Comput. Sci.
7ecf019a0ee2536ad3ebf026;Satoshi Kobayashi;Yasibumi Sakaibara,Satoshi Kobayashi,Kengo Sato,Tetsuro Nishino,Etsuji Tomita;Grammatical Inference: Algorithms and Applications: 8th International Colloquium, ICGI 2006, Tokyo, Japan, September 20-22, 2006, Proceedings (Lecture Notes in Computer Science);;null
7ecf019a0ee2536ad3ebf026;Satoshi Kobayashi;Masanori Arita,Satoshi Kobayashi;The Power of Sequence Design in DNA Computing;;Proceedings of the Fourth International Conference on Computational Intelligence and Multimedia Applications
0d5e876ed1bc744b5aefbdc5;John Hale;Sandip Sen,Mahendra Sekaran,John Hale;Learning to Coordinate without Sharing Information;;AAAI
b40de6de029f92193c27ef76;John Hale;John Hale,Izhak Shafran,Lisa Yung,Bonnie J. Dorr,Mary P. Harper,Anna Krasnyanskaya,Matthew Lease,Yang Liu,Brian Roark,Matthew G. Snover,Robin Stewart;PCFGs with Syntactic and Prosodic Indicators of Speech Repairs;;ACL
0d5e876ed1bc744b5aefbdc5;John Hale;John Hale,Pablo Galiasso,Mauricio Papa,Sujeet Shenoi;Security Policy Coordination for Heterogeneous Information Systems;;ACSAC
0d5e876ed1bc744b5aefbdc5;John Hale;John Hale,Mauricio Papa,Oliver Bremer,Rodrigo Chandia,Sujeet Shenoi;Extending Java for Package based Access Control;;ACSAC
0d5e876ed1bc744b5aefbdc5;John Hale;Pablo Galiasso,Oliver Bremer,John Hale,Sujeet Shenoi,David F. Ferraiolo,Vincent C. Hu;Policy Mediation for Multi-Enterprise Environments;;ACSAC
0d5e876ed1bc744b5aefbdc5;John Hale;Kevin Clark,Ethan Singleton,Stephen Tyree,John Hale;Strata-Gem: risk assessment through mission modeling;;QoP
0d5e876ed1bc744b5aefbdc5;John Hale;Clinton Campbell,Jerald Dawkins,Brandon Pollet,Kenneth Fitch,John Hale,Mauricio Papa;On Modeling Computer Networks for Vulnerability Analysis;;DBSec
0d5e876ed1bc744b5aefbdc5;John Hale;M. Berryman,C. Rummel,Mauricio Papa,John Hale,Jody Threet,Sujeet Shenoi;An Environment for Developing Securely Interoperable Heterogeneous Distributed Objects;;DBSec
0d5e876ed1bc744b5aefbdc5;John Hale;John Hale,Rodrigo Chandia,Clinton Campbell,Sujeet Shenoi;Language Extensions for Programmable Security;;DBSec
0d5e876ed1bc744b5aefbdc5;John Hale;John Hale,Mauricio Papa,Sujeet Shenoi;Programmable Security for Object-Oriented Systems;;DBSec
0d5e876ed1bc744b5aefbdc5;John Hale;John Hale,Jody Threet,Sujeet Shenoi;A Practical Formalism for Imprecise Inference Control;;DBSec
0d5e876ed1bc744b5aefbdc5;John Hale;John Hale,Jody Threet,Sujeet Shenoi;Capability-Based Primitives for Access Control in Object-Oriented Systems;;DBSec
0d5e876ed1bc744b5aefbdc5;John Hale;G. Lorenz,J. Keller,Gavin Manes,John Hale,Sujeet Shenoi;Public Telephone Network Vulnerabilities;;DBSec
0d5e876ed1bc744b5aefbdc5;John Hale;Stephen Magill,Bradley Skaggs,Mauricio Papa,John Hale;Implementation and Verification of Programmable Security;;DBSec
0d5e876ed1bc744b5aefbdc5;John Hale;Mauricio Papa,Oliver Bremer,Stephen Magill,John Hale,Sujeet Shenoi;Simulation and Analysis of Cryptographic Protocols;;DBSec
0d5e876ed1bc744b5aefbdc5;John Hale;Surath Rath,Dominic Jones,John Hale,Sujeet Shenoi;A Tool for Inference Detection and Knowledge Discovery in Databases;;DBSec
0d5e876ed1bc744b5aefbdc5;John Hale;Alex Barclay,L. Watson,David Greer,John Hale,Gavin Manes;Redacting Digital Information from Electronic Devices;;IFIP Int. Conf. Digital Forensics
0d5e876ed1bc744b5aefbdc5;John Hale;Mauricio Papa,Oliver Bremer,John Hale,Sujeet Shenoi;Formal Analysis of E-Commerce Protocols;;ISADS
0d5e876ed1bc744b5aefbdc5;John Hale;Jerald Dawkins,John Hale;A Systematic Approach to Multi-Stage Network Attack Analysis;;IWIA
b40de6de029f92193c27ef76;John Hale;John Hale;A Probabilistic Earley Parser as a Psycholinguistic Model;;NAACL
0d5e876ed1bc744b5aefbdc5;John Hale;Arthur L. Corcoran,John Hale;A genetic algorithm for fragment allocation in a distributed database system;;SAC
0d5e876ed1bc744b5aefbdc5;John Hale;Mauricio Papa,Oliver Bremer,John Hale,Sujeet Shenoi;Integrating Logics and Process Calculi for Cryptographic Protocol Analysis;;SEC
0d5e876ed1bc744b5aefbdc5;John Hale;John Hale,Sujeet Shenoi;Catalytic Inference Analysis: Detecting Inference Threats due to Knowledge Discovery;;IEEE Symposium on Security and Privacy
0d5e876ed1bc744b5aefbdc5;John Hale;Stephen Tyree,Rayus Kuplicki,Trevor Sarratt,Scott Fujan,John Hale;GridSPiM: A Framework for Simple Locality and Containment in the Stochastic pi-Calculus;;BICoB
0d5e876ed1bc744b5aefbdc5;John Hale;John Hale,Sujeet Shenoi;Analyzing FD Inference in Relational Databases;;Data Knowl. Eng.
0d5e876ed1bc744b5aefbdc5;John Hale;John Hale,Mauricio Papa,Sujeet Shenoi;Programmable Access Control;;Journal of Computer Security
0d5e876ed1bc744b5aefbdc5;John Hale;John Hale,Jody Threet,Sujeet Shenoi;A Ticket-Based Access Control Architecture for Object Systems;;Journal of Computer Security
0d5e876ed1bc744b5aefbdc5;John Hale;John Hale,Paul Brusil;Secur(e/ity) Management: Two Sides of the Same Coin;;J. Network Syst. Manage.
0d5e876ed1bc744b5aefbdc5;John Hale;John Hale,Paul Brusil;Secur(e/ity) Management: A Continuing Uphill Climb;;J. Network Syst. Manage.
0d5e876ed1bc744b5aefbdc5;John Hale;Paul Brusil,John Hale;The Shifting Sands of Security Management;;J. Network Syst. Manage.
ba25cbeb8249413f2308a3c5;John Hale;John Hale;Book Review;;Journal of Logic, Language and Information
0d5e876ed1bc744b5aefbdc5;John Hale;Gavin Wylie Manes,James Johnson,Alex Barclay,Michael Harvey,Elizabeth Downing,John Hale;Issues and Techniques for Redacting PDF Files;;J. Digital Forensic Practice
0d5e876ed1bc744b5aefbdc5;John Hale;George Louthan,Collin McMillan,Christopher Johnson,John Hale;Toward Robust and Extensible Automatic Protocol Identification;;International Conference on Internet Computing
0d5e876ed1bc744b5aefbdc5;John Hale;Sandip Sen,Mahendra Sekaran,John Hale;Learning to coordinate without sharing information;;Readings in agents
0d5e876ed1bc744b5aefbdc5;John Hale;John Hale,Jody Threet,Sujeet Shenoi;A framework for high assurance security of distributed objects;;Proceedings of the tenth annual IFIP TC11/WG11.3 international conference on Database security: volume X : status and prospects: status and prospects
720d2dd08872734c8af3b86d;John Hale;John Hale,Eugene Charniak;Getting Useful Gender Statistics from English Text;;null
0d5e876ed1bc744b5aefbdc5;John Hale;George Louthan,Brady Deetz,Matthew Walker,John Hale;Content-based alternatives to conventional network monitoring systems;;Proceedings of the 5th Annual Workshop on Cyber Security and Information Intelligence Research: Cyber Security and Information Intelligence Challenges and Strategies
b40de6de029f92193c27ef76;John Hale;Marisa Ferrara Boston,John Hale,Reinhold Kliegl,Shravan Vasishth;Surprising parser actions and reading difficulty;;Proceedings of the 46th Annual Meeting of the Association for Computational Linguistics on Human Language Technologies: Short Papers
b40de6de029f92193c27ef76;John Hale;John Hale;The information-processing difficulty of incremental parsing;;Proceedings of the Workshop on Incremental Parsing: Bringing Engineering and Cognition Together
6398532616ff68f26d9f42a2;Jim Gray;Jim Gray;Introduction;;The Benchmark Handbook
6398532616ff68f26d9f42a2;Jim Gray;Jim Gray;Database and Transaction Processing Performance Handbook;;The Benchmark Handbook
6398532616ff68f26d9f42a2;Jim Gray;Jim Gray;The Benchmark Handbook for Database and Transaction Systems (1st Edition);;null
6398532616ff68f26d9f42a2;Jim Gray;Jim Gray;The Benchmark Handbook for Database and Transaction Systems (2nd Edition);;null
6398532616ff68f26d9f42a2;Jim Gray;Jim Gray,Andreas Reuter;Transaction Processing: Concepts and Techniques;;null
6398532616ff68f26d9f42a2;Jim Gray;Jim Gray;Notes on Data Base Operating Systems;;Advanced Course: Operating Systems
6398532616ff68f26d9f42a2;Jim Gray;Jim Gray;The Revolution in Database System Architecture;;ADBIS (Local Proceedings)
6398532616ff68f26d9f42a2;Jim Gray;Donald D. Chamberlin,Jim Gray,Irving L. Traiger;Views, Authorization, and Locking in a Relational Data Base System;;AFIPS National Computer Conference
6398532616ff68f26d9f42a2;Jim Gray;Jim Gray,Pete Homan,Henry F. Korth,Ron Obermarck;A Straw Man Analysis of the Probability of Waiting and Deadlock in a Database System;;Berkeley Workshop
6398532616ff68f26d9f42a2;Jim Gray;Jim Gray;Super Servers: Commodity Computer Clusters Pose a Software Challenge;;BTW
9b7acd4d3812aef6aae68d93;Jim Gray;Jim Gray;Why do Computer Stop and What Can be About it?;;Buroautomation
1a2d117ff506df075ec42102;Jim Gray;Allison Druin,David Cavallo,Christopher Fabian,Benjamin B. Bederson,Glenda Revelle,Yvonne Rogers,Jim Gray;Mobile technologies for the world's children;;CHI Extended Abstracts
6398532616ff68f26d9f42a2;Jim Gray;Maria A. Nieto-Santisteban,Jim Gray,Alexander S. Szalay,James Annis,Aniruddha R. Thakar,William O'Mullane;When Database Systems Meet the Grid;;CIDR
6398532616ff68f26d9f42a2;Jim Gray;Jim Gray,Pete Homan,Harald Sammer,Bob Good,Dieter Gawlick;One Thousand Transactions per Second;;COMPCON
6398532616ff68f26d9f42a2;Jim Gray;Jim Gray,Chris Nyberg;Desktop Batch Processing;;COMPCON
6398532616ff68f26d9f42a2;Jim Gray;Jim Gray,Raymond A. Lorie,Gianfranco R. Putzolu,Irving L. Traiger;Granularity of Locks and Degrees of Consistency in a Shared Data Base;;IFIP Working Conference on Modelling in Data Base Management Systems
6398532616ff68f26d9f42a2;Jim Gray;Michael Stonebraker,Lawrence A. Rowe,Bruce G. Lindsay,Jim Gray,Michael J. Carey,Michael L. Brodie,Philip A. Bernstein,David Beech;Third-Generation Database System Manifesto - The Committee for Advanced DBMS Function;;DS-4
47f7a2b0467eeff232b1899c;Jim Gray;Jim Gray;Triumphs, Sins, and Challenges of Database Benchmarking;;ExpDB
6398532616ff68f26d9f42a2;Jim Gray;Jim Gray;Greetings from a Filesystem User;;FAST
6398532616ff68f26d9f42a2;Jim Gray;Jim Gray,Michael A. Harrison;Single Pass Precedence Analysis (Extended Abstract);;FOCS
6398532616ff68f26d9f42a2;Jim Gray;Werner Vogels,Dan Dumitriu,Kenneth P. Birman,Rod Gamache,Mike Massa,Rob Short,John Vert,Joe Barrera,Jim Gray;The Design and Architecture of the Microsoft Cluster Service - A Practical Approach to High-Availability and Scalability;;FTCS
6398532616ff68f26d9f42a2;Jim Gray;Jim Gray;A Comparison of the Byzantine Agreement Problem and the Transaction Commit Problem;;Fault-Tolerant Distributed Computing
6398532616ff68f26d9f42a2;Jim Gray;Jim Gray;Fault Tolerance in Tandem Systems;;HPTS
4922486244c80a2049474d93;Jim Gray;Jim Gray;Why TP-Lite will Dominate the TP Market;;HPTS
6398532616ff68f26d9f42a2;Jim Gray;Jim Gray;A Transaction Model;;ICALP
6398532616ff68f26d9f42a2;Jim Gray;Surajit Chaudhuri,Ashok K. Chandra,Umeshwar Dayal,Jim Gray,Michael Stonebraker,Gio Wiederhold,Moshe Y. Vardi;Database Research: Lead, Follow, or Get Out of the Way? - Panel Abstract;;ICDE
6398532616ff68f26d9f42a2;Jim Gray;Jim Gray,Adam Bosworth,Andrew Layman,Hamid Pirahesh;Data Cube: A Relational Aggregation Operator Generalizing Group-By, Cross-Tab, and Sub-Total;;ICDE
6398532616ff68f26d9f42a2;Jim Gray;Jim Gray,Prashant J. Shenoy;Rules of Thumb in Data Engineering;;ICDE
6398532616ff68f26d9f42a2;Jim Gray;Jim Gemmell,Eve M. Schooler,Jim Gray;Fcast Multicast File Distribution: 'Tune in, Download, and Drop Out;;IMSA
6398532616ff68f26d9f42a2;Jim Gray;Jim Gray;On-line science: the world-wide telescope as a prototype for the new computational science;;KDD
6398532616ff68f26d9f42a2;Jim Gray;Jim Gray;The Cost of Messages;;PODC
6398532616ff68f26d9f42a2;Jim Gray;Naga K. Govindaraju,Scott Larsen,Jim Gray,Dinesh Manocha;Memory - A memory model for scientific algorithms on graphics processors;;SC
6398532616ff68f26d9f42a2;Jim Gray;Stuart Ozer,Jim Gray,Alexander S. Szalay,Andreas Terzis,Razvan Musaloiu-Elefteri,Katalin Szlavecz,Randal C. Burns,Joshua Cogan;Data analysis tools for sensor-based science;;SenSys
6398532616ff68f26d9f42a2;Jim Gray;Susanne Englert,Jim Gray,Terrye Kocher,Praful Shah;A Benchmark of NonStop SQL Release 2 Demonstrating Near-Linear Speedup and Scaleup on Large Databases;;SIGMETRICS
6398532616ff68f26d9f42a2;Jim Gray;Jim Gray;A View of Database System Performance Measures;;SIGMETRICS
6398532616ff68f26d9f42a2;Jim Gray;Hal Berenson,Philip A. Bernstein,Jim Gray,Jim Melton,Elizabeth J. O'Neil,Patrick E. O'Neil;A Critique of ANSI SQL Isolation Levels;;SIGMOD Conference
6398532616ff68f26d9f42a2;Jim Gray;Tom Barclay,Donald R. Slutz,Jim Gray;TerraServer: A Spatial Data Warehouse;;SIGMOD Conference
6398532616ff68f26d9f42a2;Jim Gray;Naga K. Govindaraju,Jim Gray,Ritesh Kumar,Dinesh Manocha;GPUTeraSort: high performance graphics co-processor sorting for large database management;;SIGMOD Conference
6398532616ff68f26d9f42a2;Jim Gray;Jim Gray;The Next Database Revolution;;SIGMOD Conference
6398532616ff68f26d9f42a2;Jim Gray;Jim Gray;Practical Problems in Data Management - A Position Paper;;SIGMOD Conference
6398532616ff68f26d9f42a2;Jim Gray;Jim Gray;Operating System Support for Data Management Systems;;SIGMOD Conference
6398532616ff68f26d9f42a2;Jim Gray;Jim Gray;Database Performance Metrics;;SIGMOD Conference
6398532616ff68f26d9f42a2;Jim Gray;Jim Gray;Database and Transaction Processing Benchmarks;;SIGMOD Conference
6398532616ff68f26d9f42a2;Jim Gray;Jim Gray;Parallel Database Systems 101;;SIGMOD Conference
6398532616ff68f26d9f42a2;Jim Gray;Jim Gray,Pat Helland,Patrick E. O'Neil,Dennis Shasha;The Dangers of Replication and a Solution;;SIGMOD Conference
6398532616ff68f26d9f42a2;Jim Gray;Jim Gray,Gianfranco R. Putzolu;The 5 Minute Rule for Trading Memory for Disk Accesses and The 10 Byte Rule for Trading Memory for CPU Time;;SIGMOD Conference
6398532616ff68f26d9f42a2;Jim Gray;Jim Gray,Prakash Sundaresan,Susanne Englert,Kenneth Baclawski,Peter J. Weinberger;Quickly Generating Billion-Record Synthetic Databases;;SIGMOD Conference
6398532616ff68f26d9f42a2;Jim Gray;Jim Gray,Hans-Jorg Schek,Michael Stonebraker,Jeffrey D. Ullman;The Lowell Report;;SIGMOD Conference
6398532616ff68f26d9f42a2;Jim Gray;Chris Nyberg,Tom Barclay,Zarka Cvetanovic,Jim Gray,David B. Lomet;AlphaSort: A RISC Machine Sort;;SIGMOD Conference
6398532616ff68f26d9f42a2;Jim Gray;Betty Salzberg,Alex Tsukerman,Jim Gray,Michael Stewart,Susan Uren,Bonnie Vaughan;FastSort: A Distributed Single-Input Single-Output External Sort;;SIGMOD Conference
6398532616ff68f26d9f42a2;Jim Gray;Alexander S. Szalay,Peter Z. Kunszt,Ani Thakar,Jim Gray,Donald R. Slutz,Robert J. Brunner;Designing and Mining Multi-Terabyte Astronomy Archives: The Sloan Digital Sky Survey;;SIGMOD Conference
6398532616ff68f26d9f42a2;Jim Gray;Alexander S. Szalay,Jim Gray,Ani Thakar,Peter Z. Kunszt,Tanu Malik,Jordan Raddick,Christopher Stoughton,Jan vandenBerg;The SDSS skyserver: public access to the sloan digital sky server data;;SIGMOD Conference
6398532616ff68f26d9f42a2;Jim Gray;Michael Stonebraker,Lawrence A. Rowe,Bruce G. Lindsay,Jim Gray,Michael J. Carey,David Beech;The Committee for Advanced DBMS Function': Third Generation Data Base System Manifesto;;SIGMOD Conference
9b7acd4d3812aef6aae68d93;Jim Gray;Jim Gray;Why Do Computers Stop and What Can Be Done About It?;;Symposium on Reliability in Distributed Software and Database Systems
6398532616ff68f26d9f42a2;Jim Gray;Jim Gray;Where the Rubber Meets the Sky: The Semantic Gap between Data Producers and Data Consumers;;SSDBM
6398532616ff68f26d9f42a2;Jim Gray;Dina Bitton,Jim Gray;Disk Shadowing;;VLDB
6398532616ff68f26d9f42a2;Jim Gray;Jim Gray;The Transaction Concept: Virtues and Limitations (Invited Paper);;VLDB
6398532616ff68f26d9f42a2;Jim Gray;Jim Gray,Bob Horst,Mark Walker;Parity Striping of Disk Arrays: Low-Cost Reliable Storage with Acceptable Throughput;;VLDB
6398532616ff68f26d9f42a2;Jim Gray;Jim Gray,Raymond A. Lorie,Gianfranco R. Putzolu,Irving L. Traiger;Granularity of Locks in a Large Shared Data Base;;VLDB
6398532616ff68f26d9f42a2;Jim Gray;Banu Ozden,Eran Gabber,Bruce Hillyer,Wee Teck Ng,Elizabeth A. M. Shriver,David J. DeWitt,Bruce Gordon,Jim Gray,John Wilkes;Storage Service Providers: a Solution for Storage Management? (Panel);;VLDB
6398532616ff68f26d9f42a2;Jim Gray;Andreas Reuter,Stefano Ceri,Jim Gray,Betty Salzberg,Gerhard Weikum;Databases and Workflow Management: What is it All About? (Panel);;VLDB
6398532616ff68f26d9f42a2;Jim Gray;Hansjorg Zeller,Jim Gray;An Adaptive Hash Join Algorithm for Multiuser Environments;;VLDB
6398532616ff68f26d9f42a2;Jim Gray;Jim Gray,Svein-Olaf Hvasshovd;Panel Session: Do the DBMS SW Vendors Offer the Products Required by the Industrial User in the Communication Industry?;;Databases in Telecommunications
6398532616ff68f26d9f42a2;Jim Gray;Jim Gray,Alexander S. Szalay,Ani Thakar,Peter Z. Kunszt,Christopher Stoughton,Donald R. Slutz,Jan van den Berg;Data Mining the SDSS SkyServer Database;;WDAS
6398532616ff68f26d9f42a2;Jim Gray;Serge Abiteboul,Rakesh Agrawal,Philip A. Bernstein,Michael J. Carey,Stefano Ceri,W. Bruce Croft,David J. DeWitt,Michael J. Franklin,Hector Garcia-Molina,Dieter Gawlick,Jim Gray,Laura M. Haas,Alon Y. Halevy,Joseph M. Hellerstein,Yannis E. Ioannidis,Martin L. Kersten,Michael J. Pazzani,Michael Lesk,David Maier,Jeffrey F. Naughton,Hans-Jorg Schek,Timos K. Sellis,Avi Silberschatz,Michael Stonebraker,Richard T. Snodgrass,Jeffrey D. Ullman,Gerhard Weikum,Jennifer Widom,Stanley B. Zdonik;The Lowell database research self-assessment;;Commun. ACM
6398532616ff68f26d9f42a2;Jim Gray;Gordon Bell,Jim Gray;Digital immortality;;Commun. ACM
6398532616ff68f26d9f42a2;Jim Gray;Gordon Bell,Jim Gray;What's next in high-performance computing?;;Commun. ACM
6398532616ff68f26d9f42a2;Jim Gray;Donald D. Chamberlin,Morton M. Astrahan,Mike W. Blasgen,Jim Gray,W. Frank King III,Bruce G. Lindsay,Raymond A. Lorie,James W. Mehl,Thomas G. Price,Gianfranco R. Putzolu,Patricia G. Selinger,Mario Schkolnick,Donald R. Slutz,Irving L. Traiger,Bradford W. Wade,Robert A. Yost;A History and Evaluation of System R;;Commun. ACM
6398532616ff68f26d9f42a2;Jim Gray;David J. DeWitt,Jim Gray;Parallel Database Systems: The Future of High Performance Database Systems;;Commun. ACM
6398532616ff68f26d9f42a2;Jim Gray;Kapali P. Eswaran,Jim Gray,Raymond A. Lorie,Irving L. Traiger;The Notions of Consistency and Predicate Locks in a Database System;;Commun. ACM
6398532616ff68f26d9f42a2;Jim Gray;Jim Gray,Alexander S. Szalay;The world-wide telescope;;Commun. ACM
6398532616ff68f26d9f42a2;Jim Gray;Morton M. Astrahan,Mike W. Blasgen,Donald D. Chamberlin,Jim Gray,W. Frank King III,Bruce G. Lindsay,Raymond A. Lorie,James W. Mehl,Thomas G. Price,Gianfranco R. Putzolu,Mario Schkolnick,Patricia G. Selinger,Donald R. Slutz,H. Raymond Strong,Paolo Tiberio,Irving L. Traiger,Bradford W. Wade,Robert A. Yost;System R: A Relational Data Base Management System;;IEEE Computer
6398532616ff68f26d9f42a2;Jim Gray;Gordon Bell,Jim Gray,Alexander S. Szalay;Petascale Computational Systems;;IEEE Computer
6398532616ff68f26d9f42a2;Jim Gray;Jim Gray;Evolution of Data Management;;IEEE Computer
6398532616ff68f26d9f42a2;Jim Gray;Jim Gray,Daniel P. Siewiorek;High-Availability Computer Systems;;IEEE Computer
6398532616ff68f26d9f42a2;Jim Gray;Jim Gray;Locally Served Network Computers;;CoRR
6398532616ff68f26d9f42a2;Jim Gray;Bill Devlin,Jim Gray,Bill Laing,George Spix;Scalability Terminology: Farms, Clones, Partitions, Packs, RACS and RAPS;;CoRR
6398532616ff68f26d9f42a2;Jim Gray;Jim Gray,Alexander S. Szalay,Ani Thakar,Peter Z. Kunszt,Christopher Stoughton,Donald R. Slutz,Jan vandenBerg;Data Mining the SDSS SkyServer Database;;CoRR
6398532616ff68f26d9f42a2;Jim Gray;Alexander S. Szalay,Jim Gray,Jan vandenBerg;Petabyte Scale Data Mining: Dream or Reality?;;CoRR
6398532616ff68f26d9f42a2;Jim Gray;Alexander S. Szalay,Tamas Budavari,Andrew Connolly,Jim Gray,Takahiko Matsubara,Adrian Pope,Istvan Szapudi;Spatial Clustering of Galaxies in Large Datasets;;CoRR
6398532616ff68f26d9f42a2;Jim Gray;Serge Abiteboul,Rakesh Agrawal,Philip A. Bernstein,Michael J. Carey,Stefano Ceri,W. Bruce Croft,David J. DeWitt,Michael J. Franklin,Hector Garcia-Molina,Dieter Gawlick,Jim Gray,Laura M. Haas,Alon Y. Halevy,Joseph M. Hellerstein,Yannis E. Ioannidis,Martin L. Kersten,Michael J. Pazzani,Michael Lesk,David Maier,Jeffrey F. Naughton,Hans-Jorg Schek,Timos K. Sellis,Avi Silberschatz,Michael Stonebraker,Richard T. Snodgrass,Jeffrey D. Ullman,Gerhard Weikum,Jennifer Widom,Stanley B. Zdonik;The Lowell Database Research Self Assessment;;CoRR
6398532616ff68f26d9f42a2;Jim Gray;Maria A. Nieto-Santisteban,William O'Mullane,Jim Gray,Nolan Li,Tamas Budavari,Alexander S. Szalay,Aniruddha R. Thakar;Extending the SDSS Batch Query System to the National Virtual Observatory Grid;;CoRR
6398532616ff68f26d9f42a2;Jim Gray;Jim Gray,Alexander S. Szalay;The World Wide Telescope: An Archetype for Online Science;;CoRR
6398532616ff68f26d9f42a2;Jim Gray;Aniruddha R. Thakar,Alexander S. Szalay,Peter Z. Kunszt,Jim Gray;The Sloan Digital Sky Survey Science Archive: Migrating a Multi-Terabyte Astronomical Archive from Object to Relational DBMS;;CoRR
6398532616ff68f26d9f42a2;Jim Gray;Tom Barclay,Wyman Chong,Jim Gray;A Quick Look at SATA Disk Performance;;CoRR
6398532616ff68f26d9f42a2;Jim Gray;Jim Gray;The Revolution In Database System Architecture;;CoRR
6398532616ff68f26d9f42a2;Jim Gray;Jim Gray,Alexander S. Szalay,Aniruddha R. Thakar,Gyorgy Fekete,William O'Mullane,Maria A. Nieto-Santisteban,Gerd Heber,Arnold H. Rots;There Goes the Neighborhood: Relational Algebra for Spatial Data Search;;CoRR
6398532616ff68f26d9f42a2;Jim Gray;Jim Gray,Joshua Coates,Chris Nyberg;Performance / Price Sort;;CoRR
